,PROVINCIAS,MUNICIPIO,TIPOCENTRO,NOMBRE,DIRECCION,CP
667,GRANADA,Villamena,CONSULTORIO LOCAL,CÓNCHAR (VILLAMENA) (CONSULTORIO AUXILIAR),"CL CARRETERA, Nº 1",18659
668,GRANADA,Villamena,CONSULTORIO LOCAL,COZVIJAR (VILLAMENA),"C/ GRANADA, Nº 2",18659
669,GRANADA,Baza,CONSULTORIO LOCAL,BARRIADA DE SANTIAGO,"C/ HILADORES, Nº 2",18814
670,GRANADA,Baza,CONSULTORIO LOCAL,EL BAÚL (CONSULTORIO AUXILIAR),"PLAZA ANDALUCÍA, S/N",18860
671,GRANADA,Baza,CENTRO SALUD,BAZA,"CTRA. RONDA, Nº 14",18800
672,GRANADA,Baza,CONSULTORIO LOCAL,CUEVAS DE BAZA,"C/ LLANO DEL ANGEL JUNTO IGLESIA, S/N",18814
673,GRANADA,Caniles,CONSULTORIO LOCAL,CANILES,"C/ CARREÑO, Nº 1",18810
674,GRANADA,Cuevas del Campo,CONSULTORIO LOCAL,CUEVAS DEL CAMPO,"C/ POSADAS, S/N",18813
675,GRANADA,Cuevas del Campo,CONSULTORIO LOCAL,LA COLONIA (CONSULTORIO AUXILIAR),CL LA COLONIA,18813
676,GRANADA,Cúllar,CONSULTORIO LOCAL,CÚLLAR,"PLAZA POSITO, Nº 9",18850
677,GRANADA,Cúllar,CONSULTORIO LOCAL,EL MARGEN (CONSULTORIO AUXILIAR),"LG EL MARGEN, S/N",18891
678,GRANADA,Cúllar,CONSULTORIO LOCAL,LAS VERTIENTES (CONSULTORIO AUXILIAR),"LG LAS VERTIENTES, S/N",18859
679,GRANADA,Cúllar,CONSULTORIO LOCAL,VENTA DEL PERAL (CONSULTORIO AUXILIAR),"LG VENTA DEL PERAL, S/N",18891
680,GRANADA,Cúllar,CONSULTORIO LOCAL,VENTA QUEMADA (CONSULTORIO AUXILIAR),"LG VENTA QUEMADA, S/N",18859
681,GRANADA,Freila,CONSULTORIO LOCAL,FREILA,"PLAZA SAN MARCOS, S/N",18812
682,GRANADA,Zújar,CONSULTORIO LOCAL,ZÚJAR,"C/ JABALCON, Nº 6",18811
683,GRANADA,Benamaurel,CENTRO SALUD,BENAMAUREL,"C/ CALDERÓN DE LA BARCA, S/N",18817
684,GRANADA,Castilléjar,CONSULTORIO LOCAL,CASTILLÉJAR,"C/ GARCIA LORCA, S/N",18818
685,GRANADA,Castilléjar,CONSULTORIO LOCAL,LOS CARRIONES (CONSULTORIO AUXILIAR),"CL LOS CARRIONES, S/N",18818
686,GRANADA,Castilléjar,CONSULTORIO LOCAL,LOS OLIVOS (CONSULTORIO AUXILIAR),CL OLIVOS,18818
687,GRANADA,Castril,CONSULTORIO LOCAL,CASTRIL,"CTRA. ACCESO, S/N",18816
688,GRANADA,Castril,CONSULTORIO LOCAL,FÁTIMA (CONSULTORIO AUXILIAR),"CL FÁTIMA, S/N",18816
689,GRANADA,Castril,CONSULTORIO LOCAL,LAS ALMONTARAS (CONSULTORIO AUXILIAR),"CL ALMONTARAS, S/N",18816
690,GRANADA,Cortes de Baza,CONSULTORIO LOCAL,LA TEJA (CONSULTORIO AUXILIAR),"CL LA TEJA, S/N",18814
691,GRANADA,Cortes de Baza,CONSULTORIO LOCAL,CAMPO CÁMARA,"C/ MAYOR, Nº 8",18815
692,GRANADA,Cortes de Baza,CONSULTORIO LOCAL,LAS CUCHARETAS (CONSULTORIO AUXILIAR),"LG LAS CUCHARETAS, S/N",18814
693,GRANADA,Cortes de Baza,CONSULTORIO LOCAL,LOS LANEROS (CONSULTORIO AUXILIAR),"LG LOS LANEROS, S/N",18814
694,GRANADA,Cortes de Baza,CONSULTORIO LOCAL,CORTES DE BAZA,"PLAZA CONSTITUCION, Nº 1",18814
695,GRANADA,Albuñán,CONSULTORIO LOCAL,ALBUÑÁN (CONSULTORIO AUXILIAR),"CL REAL, S/N",18518
696,GRANADA,Cogollos de Guadix,CONSULTORIO LOCAL,COGOLLOS DE GUADIX,"CTRA. GUADIX, S/N",18518
697,GRANADA,Gor,CONSULTORIO LOCAL,LAS JUNTAS (CONSULTORIO AUXILIAR),"LG LAS JUNTAS, S/N",18870
698,GRANADA,Gor,CONSULTORIO LOCAL,LAS VIÑAS (CONSULTORIO AUXILIAR),"LG LAS VIÑAS, S/N",18870
699,GRANADA,Gor,CONSULTORIO LOCAL,GOR,"PLAZA MAYOR, Nº 1",18870
700,GRANADA,Gor,CONSULTORIO LOCAL,CENASCURAS (CONSULTORIO AUXILIAR),"CL CENASCURAS, S/N",18870
701,GRANADA,Gorafe,CONSULTORIO LOCAL,GORAFE,"C/ ERAS, S/N",18890
702,GRANADA,Guadix,CONSULTORIO LOCAL,PAULENCA (CONSULTORIO AUXILIAR),"CL ESCUELAS, S/N",18519
703,GRANADA,Guadix,CENTRO SALUD,GUADIX,"C/ MARIANA PINEDA, S/N",18500
704,GRANADA,Guadix,CONSULTORIO LOCAL,LA ESTACIÓN (GUADIX),"C/ ESTACIÓN, S/N",18500
705,GRANADA,Guadix,CONSULTORIO LOCAL,BARRIADA DE ANDALUCÍA,"BD ANDALUCÍA, S/N",18500
706,GRANADA,Guadix,CONSULTORIO LOCAL,LAS CUEVAS,"CL VIRGEN DE FÁTIMA, S/N",18500
707,GRANADA,Guadix,CONSULTORIO LOCAL,BÁCOR - OLIVAR - GUADIX (CONSULTORIO AUXILIAR),"PLAZA DEL AYUNTAMIENTO, S/N",18860
708,GRANADA,Guadix,CONSULTORIO LOCAL,BELERDA (CONSULTORIO AUXILIAR),"CL BELERDA, S/N",18515
709,GRANADA,Guadix,CONSULTORIO LOCAL,HERNÁN VALLE (CONSULTORIO AUXILIAR),"CL ALMERÍA, S/N",18880
710,GRANADA,Valle del Zalabí,CONSULTORIO LOCAL,ALCUDIA,"C/ LA VILLA, S/N",18511
711,GRANADA,Valle del Zalabí,CONSULTORIO LOCAL,CHARCHES,"C/ AGUA, S/N",18511
712,GRANADA,Valle del Zalabí,CONSULTORIO LOCAL,ESFILIANA (CONSULTORIO AUXILIAR),"CL CARRETERA DE ALMERIA, S/N",18511
713,GRANADA,Galera,CONSULTORIO LOCAL,GALERA,"C/ SAN MARCOS, Nº 43",18840
714,GRANADA,Galera,CONSULTORIO LOCAL,LA ALQUERÍA (CONSULTORIO AUXILIAR),"CL ALQUERIA, S/N",18840
715,GRANADA,Huéscar,CENTRO SALUD,HUÉSCAR,"C/ DE LA CRUZ, S/N",18830
716,GRANADA,Orce,CONSULTORIO LOCAL,ORCE,"C/ ERAS DE SAN PEDRO, S/N",18858
717,GRANADA,Puebla de Don Fadrique,CONSULTORIO LOCAL,PUEBLA DE DON FADRIQUE,"CL ESCUELAS, Nº 9",18820
718,GRANADA,Puebla de Don Fadrique,CONSULTORIO LOCAL,ALMACILES (CONSULTORIO AUXILIAR),"CL HUESCAR, S/N",18820
719,GRANADA,Aldeire,CONSULTORIO LOCAL,ALDEIRE,"C/ LOS BAÑOS, S/N",18514
720,GRANADA,Alquife,CENTRO SALUD,ALQUIFE,"C/ LOS POZOS, S/N",18518
721,GRANADA,"Calahorra, La",CONSULTORIO LOCAL,LA CALAHORRA,"AVDA. MARQUESADO, S/N",18512
722,GRANADA,Dólar,CONSULTORIO LOCAL,DÓLAR,"C/ ESCUELAS, S/N",18512
723,GRANADA,Ferreira,CONSULTORIO LOCAL,FERREIRA (CONSULTORIO AUXILIAR),"PLAZA DE LA CONSTITUCIÓN, S/N",18513
724,GRANADA,Huéneja,CONSULTORIO LOCAL,HUÉNEJA,"CM DE LA ERMITA, S/N",18512
725,GRANADA,Huéneja,CONSULTORIO LOCAL,LA HUERTEZUELA (CONSULTORIO AUXILIAR),"CL LA HUERTEZUELA, S/N",18512
726,GRANADA,Jerez del Marquesado,CONSULTORIO LOCAL,JEREZ DEL MARQUESADO,"C/ ESCUELAS, S/N",18518
727,GRANADA,Lanteira,CONSULTORIO LOCAL,LANTEIRA,"C/ CONVENTO, S/N",18518
728,GRANADA,Alamedilla,CONSULTORIO LOCAL,ALAMEDILLA,"C/ CEMENTERIO, S/N",18520
729,GRANADA,Alicún de Ortega,CONSULTORIO LOCAL,ALICÚN DE ORTEGA,"C/ CRISTO REY, S/N",18538
730,GRANADA,Dehesas de Guadix,CONSULTORIO LOCAL,DEHESAS DE GUADIX,"AVDA. GRANADA, Nº 10",18538
731,GRANADA,Huélago,CONSULTORIO LOCAL,HUÉLAGO,"C/ RAMBLA, S/N",18540
732,GRANADA,Morelábor,CONSULTORIO LOCAL,LABORCILLAS (CONSULTORIO AUXILIAR),"CL PLAZA, S/N",18540
733,GRANADA,Morelábor,CONSULTORIO LOCAL,MOREDA,"C/ LEPANTO, S/N",18540
734,GRANADA,Pedro Martínez,CENTRO SALUD,PEDRO MARTÍNEZ,"C/ CARMEN, S/N",18530
735,GRANADA,Villanueva de las Torres,CONSULTORIO LOCAL,VILLANUEVA DE LAS TORRES,"C/ SAN BLAS, S/N",18539
736,GRANADA,Beas de Guadix,CONSULTORIO LOCAL,BEAS DE GUADIX (CONSULTORIO AUXILIAR),"CL RAMBLA, S/N",18516
737,GRANADA,Benalúa,CONSULTORIO LOCAL,BENALÚA DE GUADIX,"CL CAMARATE, Nº 1",18510
738,GRANADA,Cortes y Graena,CONSULTORIO LOCAL,CORTES (CONSULTORIO AUXILIAR),"PLAZA CANCELADA, S/N",18517
739,GRANADA,Cortes y Graena,CONSULTORIO LOCAL,LOS BAÑOS,"C/ NAZARI, S/N",18517
740,GRANADA,Cortes y Graena,CONSULTORIO LOCAL,LOPERA (CONSULTORIO AUXILIAR),"CL SAN TORCUATO, S/N",18517
741,GRANADA,Cortes y Graena,CONSULTORIO LOCAL,GRAENA (CONSULTORIO AUXILIAR),"CL PLAZA, S/N",18517
742,GRANADA,Darro,CONSULTORIO LOCAL,DARRO,"C/ ESPINOSA SAN MARTIN, S/N",18181
743,GRANADA,Diezma,CONSULTORIO LOCAL,DIEZMA,"C/ NUEVA, Nº 7",18180
744,GRANADA,Diezma,CONSULTORIO LOCAL,SILLAR BAJA (CONSULTORIO AUXILIAR),"CL SAN JOSÉ, S/N",18181
745,GRANADA,Fonelas,CONSULTORIO LOCAL,FONELAS,"C/ ROSARIO, S/N",18515
746,GRANADA,Lugros,CONSULTORIO LOCAL,LUGROS,"PLAZA CONSTITUCION, S/N",18516
747,GRANADA,Marchal,CONSULTORIO LOCAL,MARCHAL (CONSULTORIO AUXILIAR),"CL ESCUELAS, Nº 3",18516
748,GRANADA,"Peza, La",CONSULTORIO LOCAL,LA PEZA,"C/ LEPANTO, S/N",18517
749,GRANADA,"Peza, La",CONSULTORIO LOCAL,LOS VILLARES (CONSULTORIO AUXILIAR),"CL REAL, S/N",18181
750,GRANADA,Polícar,CONSULTORIO LOCAL,POLÍCAR (CONSULTORIO AUXILIAR),"CL JUAN CARLOS I, S/N",18516
751,GRANADA,Purullena,CENTRO SALUD,PURULLENA,"C/ LAS VIÑAS, S/N",18519
752,GRANADA,Purullena,CONSULTORIO LOCAL,BEJARÍN (CONSULTORIO AUXILIAR),"CR BENALUA, S/N",18515
753,GRANADA,Albondón,CONSULTORIO LOCAL,ALBONDÓN,"C/ LA LOMILLA, S/N",18708
754,GRANADA,Albuñol,CENTRO SALUD,ALBUÑOL,"CTRA. ORGIVA, S/N",18700
755,GRANADA,Albuñol,CONSULTORIO LOCAL,EL POZUELO (CONSULTORIO AUXILIAR),"PLAZA, S/N",18770
756,GRANADA,Albuñol,CONSULTORIO LOCAL,LOS CASTILLAS,"PLAZA, S/N",18700
757,GRANADA,Albuñol,CONSULTORIO LOCAL,LA RÁBITA,"C/ CASTILLO, S/N",18760
758,GRANADA,Sorvilán,CONSULTORIO LOCAL,ALFORNÓN (CONSULTORIO AUXILIAR),"CL REAL, S/N",18710
759,GRANADA,Sorvilán,CONSULTORIO LOCAL,SORVILÁN,"C/ NUEVA ANDALUCÍA, S/N",18713
760,GRANADA,Sorvilán,CONSULTORIO LOCAL,MELICENA (CONSULTORIO AUXILIAR),"CL REAL DE MELICENA, S/N",18713
761,GRANADA,Almuñécar,CONSULTORIO LOCAL,EL CASTILLO,"C/ CUEVAS SIETE PALACIOS, Nº 7",18690
762,GRANADA,Almuñécar,CONSULTORIO LOCAL,LA HERRADURA,"C/ GONZALO BARBERO, Nº 18",18697
763,GRANADA,Almuñécar,CENTRO SALUD,ALMUÑÉCAR,"C/ CHINGUETTI, S/N",18690
764,GRANADA,Almuñécar,CONSULTORIO LOCAL,LOS MARINOS (CONSULTORIO AUXILIAR),"CR CENTRO CULTURAL LOS MARINOS, S/N",18690
765,GRANADA,Jete,CONSULTORIO LOCAL,JETE,"CTRA. DEL SUSPIRO, S/N",18699
766,GRANADA,Jete,CONSULTORIO LOCAL,TORRECUEVAS (CONSULTORIO AUXILIAR),"CM TORRECUEVAS, S/N",18699
767,GRANADA,Lentegí,CONSULTORIO LOCAL,LENTEJÍ,"PLAZA GRANADA, S/N",18699
768,GRANADA,Otívar,CONSULTORIO LOCAL,OTÍVAR (CONSULTORIO AUXILIAR),"CTRA. EL SUSPIRO, S/N",18698
769,GRANADA,Alpujarra de la Sierra,CONSULTORIO LOCAL,MECINA BOMBARÓN,"PLAZA, S/N",18450
770,GRANADA,Alpujarra de la Sierra,CONSULTORIO LOCAL,YEGEN,"PLAZA, S/N",18460
771,GRANADA,Bérchules,CONSULTORIO LOCAL,BÉRCHULES,"PLAZA  LA PLAZA, S/N",18440
772,GRANADA,Cádiar,CENTRO SALUD,CÁDIAR,"C/ EDIFICIO ANTONIO DE ALARCON, Nº 1",18440
773,GRANADA,Cádiar,CONSULTORIO LOCAL,YÁTOR (CONSULTORIO AUXILIAR),"CL HORNILLO, Nº 9",18448
774,GRANADA,Cástaras,CONSULTORIO LOCAL,NIELES (CONSULTORIO AUXILIAR),"Cl LAS PENAS, S/N",18439
775,GRANADA,Cástaras,CONSULTORIO LOCAL,CÁSTARAS (CONSULTORIO AUXILIAR),"PLAZA, S/N",18439
776,GRANADA,Juviles,CONSULTORIO LOCAL,JUVILES (CONSULTORIO AUXILIAR),"PLAZA, S/N",18452
777,GRANADA,Lobras,CONSULTORIO LOCAL,LOBRAS (CONSULTORIO AUXILIAR),"CARRETERA, S/N",18449
778,GRANADA,Lobras,CONSULTORIO LOCAL,TÍMAR (CONSULTORIO AUXILIAR),"PLAZA, S/N",18449
779,GRANADA,Murtas,CONSULTORIO LOCAL,MURTAS (CONSULTORIO AUXILIAR),"CL CALVARIO, Nº 2",18490
780,GRANADA,Murtas,CONSULTORIO LOCAL,COJÁYAR (CONSULTORIO AUXILIAR),"CL BARRANCO, S/N",18492
781,GRANADA,Turón,CONSULTORIO LOCAL,TURÓN,"C/ MILAGROS, S/N",18491
782,GRANADA,Gualchos,CONSULTORIO LOCAL,CASTELL DE FERRO,"CAMINO DEL TRANSFORMADOR, S/N",18740
783,GRANADA,Gualchos,CONSULTORIO LOCAL,GUALCHOS,"PLAZA CONSTITUCION, Nº 11",18614
784,GRANADA,Lújar,CONSULTORIO LOCAL,LOS CARLOS (CONSULTORIO AUXILIAR),"RAMBLA DE RUBITE, S/N",18614
785,GRANADA,Lújar,CONSULTORIO LOCAL,LÚJAR (CONSULTORIO AUXILIAR),"CL MANTILLO, S/N",18614
786,GRANADA,Motril,CENTRO SALUD,MOTRIL - ESTE,"AVDA. PIO XII, S/N",18600
787,GRANADA,Motril,CENTRO SALUD,MOTRIL - SAN ANTONIO,"CAMINO DE SAN ANTONIO, S/N",18600
788,GRANADA,Motril,CONSULTORIO LOCAL,CALAHONDA,"PLAZA NEPTUNO, Nº 1",18730
789,GRANADA,Motril,CONSULTORIO LOCAL,CARCHUNA,"C/ SEBASTIAN DE BELALCAZAR, S/N",18730
790,GRANADA,Motril,CENTRO SALUD,MOTRIL - CENTRO,"AVDA. SALOBREÑA, S/N",18600
791,GRANADA,Motril,CONSULTORIO LOCAL,EL PUNTALÓN (CONSULTORIO AUXILIAR),"PB PUNTALON, S/N",18600
792,GRANADA,Motril,CONSULTORIO LOCAL,TORRENUEVA,"C/ TORRES QUEVEDO, Nº 2",18720
793,GRANADA,Motril,CONSULTORIO LOCAL,VARADERO - SANTA ADELA,CTRA. DEL MAR,18613
794,GRANADA,Polopos,CONSULTORIO LOCAL,LA MAMOLA,"PP MARITIMO, S/N",18750
795,GRANADA,Polopos,CONSULTORIO LOCAL,POLOPOS (CONSULTORIO AUXILIAR),"CL PLAZA, Nº 1",18710
796,GRANADA,Vélez de Benaudalla,CONSULTORIO LOCAL,VÉLEZ - BENAUDALLA,"C/ MERCADO, Nº 3",18670
797,GRANADA,Almegíjar,CONSULTORIO LOCAL,NOTÁEZ (CONSULTORIO AUXILIAR),"CL IGLESIA, S/N",18438
798,GRANADA,Almegíjar,CONSULTORIO LOCAL,ALMEGÍJAR,"C/ SILENCIO, S/N",18438
799,GRANADA,Bubión,CONSULTORIO LOCAL,BUBIÓN,"C/ CARRIL, S/N",18412
800,GRANADA,Busquístar,CONSULTORIO LOCAL,BUSQUÍSTAR,CTRA. S/N,16416
801,GRANADA,Cáñar,CONSULTORIO LOCAL,CÁÑAR,"C/ IGLESIA, S/N",18418
802,GRANADA,Capileira,CONSULTORIO LOCAL,CAPILEIRA (CONSULTORIO AUXILIAR) ,"CAMINO DE LA SIERRA, S/N",18413
803,GRANADA,Carataunas,CONSULTORIO LOCAL,CARATAUNAS (CONSULTORIO AUXILIAR),"CL LA ERA, S/N",18410
804,GRANADA,Lanjarón,CONSULTORIO LOCAL,LANJARÓN,"C/ HUERTOS, S/N",18420
805,GRANADA,Órgiva,CONSULTORIO LOCAL,ALCÁZAR (CONSULTORIO AUXILIAR),"CL ALCÁZAR, S/N",18710
806,GRANADA,Órgiva,CENTRO SALUD,ÓRGIVA,"C/ ALCALDE JESUS MORENO, S/N",18400
807,GRANADA,Órgiva,CONSULTORIO LOCAL,TABLONES (CONSULTORIO AUXILIAR),"PLAZA IGLESIA, S/N",18418
808,GRANADA,Pampaneira,CONSULTORIO LOCAL,PAMPANEIRA (CONSULTORIO AUXILIAR),"CL RECINTO ESCOLAR, S/N",18411
809,GRANADA,Pórtugos,CONSULTORIO LOCAL,PÓRTUGOS (CONSULTORIO AUXILIAR),CL SIERRA NEVADA,18415
810,GRANADA,Rubite,CONSULTORIO LOCAL,RUBITE,CTRA. S/N,18711
811,GRANADA,Soportújar,CONSULTORIO LOCAL,SOPORTÚJAR (CONSULTORIO AUXILIAR),"CL CARRETERA, S/N",18410
812,GRANADA,"Taha, La",CONSULTORIO LOCAL,PITRES,"PLAZA, Nº 1",18414
813,GRANADA,"Taha, La",CONSULTORIO LOCAL,FERREIROLA (CONSULTORIO AUXILIAR),"CRUZ ALTA DE FERREIROLA, S/N",18414
814,GRANADA,"Taha, La",CONSULTORIO LOCAL,MECINA FONDALES (CONSULTORIO AUXILIAR),"LG MECINA FONDALES, S/N",18414
815,GRANADA,Torvizcón,CONSULTORIO LOCAL,TORVIZCÓN,"C/ ARROYO POZO, Nº 4",18430
816,GRANADA,Trevélez,CONSULTORIO LOCAL,TREVÉLEZ,C/ PISTA DE LA IGLESIA Nº 9,18417
817,GRANADA,"Guajares, Los",CONSULTORIO LOCAL,GUÁJAR ALTO,"C/ REAL, S/N",18615
818,GRANADA,"Guajares, Los",CONSULTORIO LOCAL,GUÁJAR FARAGÜIT (CONSULTORIO AUXILIAR),"CL DR. ALCÁNTARA, S/N",18615
819,GRANADA,"Guajares, Los",CONSULTORIO LOCAL,GUÁJAR FONDÓN (CONSULTORIO AUXILIAR),"CL GENERAL FRANCO, S/N",18615
820,GRANADA,Itrabo,CONSULTORIO LOCAL,ITRABO,"AVDA. SALOBREÑA, S/N",18612
821,GRANADA,Molvízar,CONSULTORIO LOCAL,MOLVÍZAR,"C/ PEÑUELAS BAJAS, S/N",18611
822,GRANADA,Salobreña,CONSULTORIO LOCAL,LOBRES,"C/ ESPINAR, S/N",18610
823,GRANADA,Salobreña,CONSULTORIO LOCAL,CALETA - LA GUARDIA (CONSULTORIO AUXILIAR),"CL CONSULTORIO DE LA CALETA, S/N",18680
824,GRANADA,Salobreña,CENTRO SALUD,SALOBREÑA,"PLAZA JUAN CARLOS I, S/N",18680
825,GRANADA,Nevada,CONSULTORIO LOCAL,LAROLES,"C/ ROSARIO, Nº 1",18494
826,GRANADA,Nevada,CONSULTORIO LOCAL,PICENA (CONSULTORIO AUXILIAR),"CL NUEVA APRETURA DE PICENA, Nº5",18494
827,GRANADA,Nevada,CONSULTORIO LOCAL,MAIRENA (CONSULTORIO AUXILIAR),"PLAZA, S/N",18494
828,GRANADA,Ugíjar,CENTRO SALUD,UGÍJAR,"C/ FUENTE DEL ARCA, S/N",18480
829,GRANADA,Ugíjar,CONSULTORIO LOCAL,CHERÍN,"C/ PLACETILLA, S/N",18494
830,GRANADA,Ugíjar,CONSULTORIO LOCAL,JORAIRÁTAR (CONSULTORIO AUXILIAR),"CL BARRIO ALTO, S/N",18492
831,GRANADA,Válor,CONSULTORIO LOCAL,VÁLOR,"C/ PRADERA, S/N",18470
832,GRANADA,Válor,CONSULTORIO LOCAL,NECHITE (CONSULTORIO AUXILIAR),"LG NECHITE, S/N",18470
833,GRANADA,Válor,CONSULTORIO LOCAL,MECINA ALFAHAR (CONSULTORIO AUXILIAR),"CARRETERA, S/N",18470
834,HUELVA,Galaroza,CONSULTORIO LOCAL,NAVAHERMOSA (CONSULTORIO AUXILIAR),"CL TEODORO DOMINGUEZ, S/N",21291
835,HUELVA,Alájar,CONSULTORIO LOCAL,ALÁJAR,"C/ ARIAS MONTANO, Nº 14",21340
836,HUELVA,Aracena,CENTRO SALUD,ARACENA,"C/ ZULEMA, S/N",21200
837,HUELVA,Castaño del Robledo,CONSULTORIO LOCAL,CASTAÑO DEL ROBLEDO (CONSULTORIO AUXILIAR),"CL EDUARDO DATO, S/N",21292
838,HUELVA,Corteconcepción,CONSULTORIO LOCAL,CORTECONCEPCIÓN,"C/ REAL, Nº 70",21209
839,HUELVA,Cortegana,CONSULTORIO LOCAL,LA CORTE DE SANTA ANA (CONSULTORIO AUXILIAR),"MN LA CORTE, S/N",21239
840,HUELVA,Cortelazor,CONSULTORIO LOCAL,CORTELAZOR (CONSULTORIO AUXILIAR),"C/ DEL VALLE GONZALEZ, S/N",21208
841,HUELVA,Fuenteheridos,CONSULTORIO LOCAL,FUENTEHERIDOS,"C/ PLAZA ALTA, Nº 7",21292
842,HUELVA,Galaroza,CONSULTORIO LOCAL,GALAROZA,"C/ GUMERSINDO MARQUEZ, S/N",21291
843,HUELVA,Higuera de la Sierra,CONSULTORIO LOCAL,HIGUERA DE LA SIERRA,"C/ MOLINO, S/N",21220
844,HUELVA,Linares de la Sierra,CONSULTORIO LOCAL,LINARES DE LA SIERRA,"C/ CALVARIO, Nº 2",21207
845,HUELVA,"Marines, Los",CONSULTORIO LOCAL,LOS MARINES,"C/ VIRGEN DE GRACIA, S/N",21208
846,HUELVA,Puerto Moral,CONSULTORIO LOCAL,PUERTO MORAL (CONSULTORIO AUXILIAR),"CL REAL, Nº 11",21209
847,HUELVA,Santa Ana la Real,CONSULTORIO LOCAL,SANTA ANA LA REAL,"C/ GOMEZ PLANAS, Nº 10",21359
848,HUELVA,Valdelarco,CONSULTORIO LOCAL,VALDELARCO (CONSULTORIO AUXILIAR),"CL ATOLMA, Nº 1",21291
849,HUELVA,Calañas,CONSULTORIO LOCAL,EL PERRUNAL (CONSULTORIO AUXILIAR),"PROLONGACIÓN GRUPO O, S/N",21319
850,HUELVA,Calañas,CENTRO SALUD,CALAÑAS,"CTRA. LAVADERO, S/N",21300
851,HUELVA,Calañas,CONSULTORIO LOCAL,LA ZARZA,"C/ PASEO CENTRAL, S/N",21310
852,HUELVA,Calañas,CONSULTORIO LOCAL,SOTIEL CORONADA (CONSULTORIO AUXILIAR),"CR CALAÑAS, S/N",21309
853,HUELVA,"Cerro de Andévalo, El",CONSULTORIO LOCAL,MONTES DE SAN BENITO (CONSULTORIO AUXILIAR),"LG MONTES DE SAN BENITO, S/N",21580
854,HUELVA,"Cerro de Andévalo, El",CONSULTORIO LOCAL,EL CERRO DE ANDÉVALO,"C/ EL CASTILLO, S/N",21320
855,HUELVA,Almonaster la Real,CONSULTORIO LOCAL,ALMONASTER LA REAL,"C/ IGNACIO FOSSI, Nº 3",21350
856,HUELVA,Almonaster la Real,CONSULTORIO LOCAL,LAS VEREDAS (CONSULTORIO AUXILIAR),CR LAS VEREDAS,21342
857,HUELVA,Almonaster la Real,CONSULTORIO LOCAL,MONTEBLANCO (CONSULTORIO AUXILIAR),MONTEBLANCO,21350
858,HUELVA,Almonaster la Real,CONSULTORIO LOCAL,EL PATRÁS (CONSULTORIO AUXILIAR),"CL EL PATRAS, S/N",21649
859,HUELVA,Almonaster la Real,CONSULTORIO LOCAL,CUEVA DE LA MORA (CONSULTORIO AUXILIAR),"CL ANTIGUO COLEGIO, S/N",21330
860,HUELVA,Almonaster la Real,CONSULTORIO LOCAL,MINAS DE CONCEPCIÓN (CONSULTORIO AUXILIAR),"BD HOSPITAL, S/N",21649
861,HUELVA,Aroche,CONSULTORIO LOCAL,AROCHE,"BD SIERRA DE AROCHE, Nº1",21240
862,HUELVA,Aroche,CONSULTORIO LOCAL,LAS CEFIÑAS (CONSULTORIO AUXILIAR),"LG LAS CEFIÑAS, S/N",21239
863,HUELVA,Cortegana,CONSULTORIO LOCAL,VALDELAMUSA ,"Pº DE LA FERIA, S/N",21330
864,HUELVA,Cortegana,CENTRO SALUD,CORTEGANA,"C/ JESUS NAZARENO, S/N",21230
865,HUELVA,Cortegana,CONSULTORIO LOCAL,SAN TELMO (CONSULTORIO AUXILIAR),"CR CABEZAS RUBIAS, S/N",21330
866,HUELVA,Jabugo,CONSULTORIO LOCAL,JABUGO,"PLAZA ANDALUCÍA, S/N",21290
867,HUELVA,Jabugo,CONSULTORIO LOCAL,LOS ROMEROS (CONSULTORIO AUXILIAR),"LG LOS ROMEROS, S/N",21290
868,HUELVA,Jabugo,CONSULTORIO LOCAL,EL REPILADO,"C/ BENITO PEREZ GALDOS, S/N",21360
869,HUELVA,"Nava, La",CONSULTORIO LOCAL,LA NAVA,"PLAZA ESPAÑA, S/N",21291
870,HUELVA,Rosal de la Frontera,CONSULTORIO LOCAL,ROSAL DE LA FRONTERA,"AVDA. PORTUGAL, Nº 3",21250
871,HUELVA,Cañaveral de León,CONSULTORIO LOCAL,CAÑAVERAL DE LEÓN,"C/ EXTREMADURA, Nº 2",21388
872,HUELVA,Cumbres de Enmedio,CONSULTORIO LOCAL,CUMBRES DE ENMEDIO (CONSULTORIO AUXILIAR),"LG CUMBRES DE ENMEDIO, S/N",21387
873,HUELVA,Cumbres de San Bartolomé,CONSULTORIO LOCAL,CUMBRES DE SAN BARTOLOMÉ,"C/ ESPIRITU SANTO, S/N, S/N",21386
874,HUELVA,Cumbres Mayores,CENTRO SALUD,CUMBRES MAYORES,"C/ HUERTOS, S/N",21380
875,HUELVA,Encinasola,CONSULTORIO LOCAL,ENCINASOLA,"C/ ENSANCHE, S/N",21390
876,HUELVA,Hinojales,CONSULTORIO LOCAL,HINOJALES,"PLAZA DE ESPAÑA,  Nº 2",21388
877,HUELVA,Berrocal,CONSULTORIO LOCAL,EL BERROCAL,"C/ CALVARIO, Nº 50",21647
878,HUELVA,"Campillo, El",CONSULTORIO LOCAL,TRASLASIERRA (CONSULTORIO AUXILIAR),CL TRASLASIERRA S/N,21649
879,HUELVA,"Campillo, El",CONSULTORIO LOCAL,EL CAMPILLO,"C/ BECQUER, S/N",21650
880,HUELVA,Campofrío,CONSULTORIO LOCAL,CAMPOFRÍO,"C/ JACINTO BENAVENTE, S/N",21668
